gap_left	gap_right	gap_bp	reads_in_gap	n_tools_spanning	hiphase_spans	hiphase_scored	hiphase_concordant	hiphase_acc	longphase_spans	longphase_scored	longphase_concordant	longphase_acc	whatshap_opt_spans	whatshap_opt_scored	whatshap_opt_concordant	whatshap_opt_acc
51142695	51165532	22837	173	3	1	151	144	0.9536	1	142	136	0.9577	1	141	139	0.9858
52356806	52376121	19315	123	3	1	121	116	0.9587	1	109	104	0.9541	1	102	99	0.9706
52696940	52727684	30744	210	2	1	187	187	1.0	0	78	78	1.0	1	187	185	0.9893
53926537	53962801	36264	207	2	1	191	182	0.9529	0	141	141	1.0	1	189	110	0.582
54547514	54569072	21558	181	3	1	165	163	0.9879	1	151	149	0.9868	1	158	158	1.0
54569072	54590762	21690	177	3	1	168	166	0.9881	1	155	153	0.9871	1	161	161	1.0
54675445	54702072	26627	201	2	1	181	177	0.9779	0	152	149	0.9803	1	178	175	0.9831
54894127	54912022	17895	167	3	1	151	151	1.0	1	151	151	1.0	1	150	150	1.0
54912022	54925587	13565	123	3	1	116	116	1.0	1	116	116	1.0	1	116	116	1.0
55472966	55492791	19825	125	3	1	120	120	1.0	1	116	116	1.0	1	112	112	1.0
55843827	55889113	45286	252	2	1	220	220	1.0	0	135	135	1.0	1	226	218	0.9646
55999561	56040612	41051	242	1	1	210	209	0.9952	0	127	127	1.0	0	162	158	0.9753
56064697	56100715	36018	244	2	1	213	213	1.0	0	156	156	1.0	1	211	211	1.0
56150368	56201931	51563	317	1	1	265	260	0.9811	0	176	176	1.0	0	265	262	0.9887
56323427	56343002	19575	183	3	1	157	157	1.0	1	157	157	1.0	1	157	157	1.0
56662188	56681452	19264	170	3	1	167	165	0.988	1	147	145	0.9864	1	166	165	0.994
57085410	57119478	34068	212	1	1	192	192	1.0	0	139	138	0.9928	0	146	146	1.0
57119478	57123860	4382	82	3	1	80	80	1.0	1	82	81	0.9878	1	78	78	1.0
57620633	57622766	2133	73	3	1	73	71	0.9726	1	72	71	0.9861	1	72	71	0.9861
57667169	57688923	21754	168	3	1	137	137	1.0	1	137	137	1.0	1	137	137	1.0
57764235	57785772	21537	153	3	1	138	131	0.9493	1	138	131	0.9493	1	138	131	0.9493
57841772	57866713	24941	168	1	1	161	143	0.8882	0	129	129	1.0	0	128	62	0.4844
57911734	57934951	23217	172	3	1	165	159	0.9636	1	142	136	0.9577	1	145	55	0.3793
58392336	58419975	27639	156	1	1	148	146	0.9865	0	128	126	0.9844	0	128	126	0.9844
58452672	58452928	256	52	3	1	52	52	1.0	1	52	52	1.0	1	52	52	1.0
58703912	58747200	43288	223	1	1	205	204	0.9951	0	135	134	0.9926	0	134	133	0.9925
58747200	58770513	23313	158	3	1	154	154	1.0	1	129	129	1.0	1	153	153	1.0
58994554	59046421	51867	276	1	1	234	84	0.359	0	128	127	0.9922	0	211	177	0.8389
59825454	59850390	24936	161	1	1	153	152	0.9935	0	121	120	0.9917	0	125	124	0.992
59850390	59867460	17070	126	3	1	123	122	0.9919	1	110	109	0.9909	1	121	121	1.0
59976772	59976968	196	49	3	1	49	49	1.0	1	47	47	1.0	1	49	48	0.9796
60005003	60013862	8859	73	3	1	73	73	1.0	1	73	73	1.0	1	72	72	1.0
60033052	60058235	25183	170	2	1	160	159	0.9938	0	129	116	0.8992	1	139	61	0.4388
60058235	60063142	4907	89	3	1	89	89	1.0	1	78	68	0.8718	1	89	0	0.0
60090439	60114911	24472	164	1	1	140	107	0.7643	0	102	101	0.9902	0	126	73	0.5794
60447075	60467115	20040	147	2	1	143	143	1.0	0	67	67	1.0	1	144	144	1.0
61037147	61043614	6467	97	3	1	97	96	0.9897	1	95	94	0.9895	1	97	97	1.0
61327386	61333595	6209	95	3	1	95	95	1.0	1	95	95	1.0	1	94	94	1.0
61664136	61690751	26615	205	3	1	150	150	1.0	1	150	150	1.0	1	150	150	1.0
61732321	61757551	25230	161	3	1	153	152	0.9935	1	122	121	0.9918	1	153	151	0.9869
62385548	62385585	37	60	3	1	60	60	1.0	1	60	60	1.0	1	60	60	1.0
62385585	62387511	1926	69	3	1	69	69	1.0	1	69	69	1.0	1	69	69	1.0
62408056	62432427	24371	177	2	1	159	157	0.9874	0	146	144	0.9863	1	157	157	1.0
62623253	62645168	21915	129	3	1	124	123	0.9919	1	106	105	0.9906	1	125	122	0.976
63182011	63183078	1067	62	3	1	62	62	1.0	1	62	62	1.0	1	61	61	1.0
63945865	63969922	24057	153	3	1	124	122	0.9839	1	122	121	0.9918	1	123	122	0.9919
64128828	64155215	26387	116	3	1	108	106	0.9815	1	103	99	0.9612	1	108	108	1.0
64902581	64913827	11246	43	2	1	41	41	1.0	0	40	40	1.0	1	41	41	1.0
64913827	64915012	1185	41	3	1	41	41	1.0	1	41	41	1.0	1	41	41	1.0
65162078	65168109	6031	30	3	1	29	23	0.7931	1	30	29	0.9667	1	29	29	1.0
65168109	65168126	17	10	3	1	10	4	0.4	1	10	9	0.9	1	10	10	1.0
65168126	65168149	23	10	3	1	10	4	0.4	1	10	9	0.9	1	10	10	1.0
65168149	65168851	702	10	3	1	10	4	0.4	1	10	9	0.9	1	10	10	1.0
65507780	65508305	525	8	3	1	8	0	0.0	1	8	8	1.0	1	7	7	1.0
65509301	65509340	39	6	3	1	6	0	0.0	1	6	6	1.0	1	5	5	1.0
65509340	65509379	39	6	3	1	6	0	0.0	1	6	6	1.0	1	5	5	1.0
65509379	65510150	771	6	3	1	6	0	0.0	1	6	6	1.0	1	5	5	1.0
65510150	65510237	87	6	3	1	6	0	0.0	1	6	6	1.0	1	5	5	1.0
65510237	65510447	210	6	3	1	6	0	0.0	1	6	6	1.0	1	5	5	1.0
65510447	65513627	3180	8	3	1	8	0	0.0	1	8	8	1.0	1	7	7	1.0
65513627	65513693	66	6	3	1	6	0	0.0	1	6	6	1.0	1	5	5	1.0
65513693	65513699	6	6	3	1	6	0	0.0	1	6	6	1.0	1	5	5	1.0
